price,availability_365,room_type,review_scores_rating,neighbourhood_group_cleansed,cluster
175.0,361,Private room,4.67,Central Region,0
150.0,361,Entire home/apt,4.67,Central Region,3
149.0,357,Private room,4.58,Central Region,0
134.0,361,Private room,5.0,Central Region,0
314.0,203,Private room,4.83,Central Region,0
428.0,270,Private room,5.0,Central Region,0
506.0,342,Entire home/apt,4.75,Central Region,3
285.0,8,Private room,4.0,Central Region,0
248.0,360,Private room,5.0,Central Region,0
428.0,255,Entire home/apt,5.0,Central Region,3
428.0,270,Entire home/apt,4.33,Central Region,3
428.0,270,Entire home/apt,4.5,Central Region,3
396.0,361,Entire home/apt,4.0,Central Region,3
255.0,341,Private room,4.75,Central Region,0
160.0,327,Private room,5.0,Central Region,0
364.0,360,Entire home/apt,4.5,Central Region,3
278.0,356,Private room,5.0,Central Region,0
141.0,176,Entire home/apt,4.0,Central Region,3
93.0,184,Entire home/apt,4.31,Central Region,3
144.0,189,Entire home/apt,4.75,Central Region,3
56.0,269,Private room,3.0,West Region,0
385.0,83,Entire home/apt,4.0,Central Region,3
389.0,90,Entire home/apt,4.0,Central Region,3
624.0,364,Entire home/apt,5.0,Central Region,3
190.0,74,Private room,5.0,West Region,0
304.0,355,Entire home/apt,5.0,Central Region,3
285.0,360,Entire home/apt,4.5,Central Region,3
270.0,360,Entire home/apt,5.0,Central Region,3
257.0,325,Entire home/apt,4.63,Central Region,3
271.0,336,Entire home/apt,4.8,Central Region,3
443.0,176,Private room,5.0,Central Region,0
267.0,360,Entire home/apt,5.0,Central Region,3
264.0,360,Entire home/apt,4.71,Central Region,3
238.0,258,Private room,5.0,Central Region,0
325.0,365,Entire home/apt,4.81,Central Region,3
238.0,258,Private room,4.67,Central Region,0
125.0,167,Entire home/apt,4.33,Central Region,3
467.0,358,Entire home/apt,4.0,Central Region,3
364.0,349,Entire home/apt,4.67,Central Region,3
606.0,351,Entire home/apt,4.33,Central Region,3
553.0,360,Entire home/apt,4.33,Central Region,3
180.0,269,Private room,4.0,Central Region,0
315.0,360,Entire home/apt,4.0,Central Region,3
190.0,104,Entire home/apt,5.0,North-East Region,1
90.0,178,Private room,4.25,Central Region,0
90.0,178,Private room,4.5,Central Region,0
256.0,90,Private room,5.0,Central Region,0
242.0,265,Entire home/apt,5.0,Central Region,3
471.0,251,Entire home/apt,4.0,Central Region,3
60.0,256,Private room,5.0,Central Region,0
214.0,186,Private room,3.88,Central Region,0
217.0,184,Private room,4.0,Central Region,0
365.0,63,Entire home/apt,5.0,Central Region,3
365.0,81,Entire home/apt,5.0,Central Region,3
300.0,262,Entire home/apt,1.0,Central Region,3
220.0,187,Private room,3.73,Central Region,0
219.0,189,Private room,4.75,Central Region,0
204.0,357,Private room,4.3,East Region,0
187.0,362,Private room,4.43,East Region,0
90.0,178,Private room,4.67,Central Region,0
90.0,178,Private room,5.0,Central Region,0
90.0,144,Private room,5.0,Central Region,0
300.0,40,Entire home/apt,4.64,Central Region,3
120.0,178,Entire home/apt,4.0,Central Region,3
120.0,178,Entire home/apt,4.0,Central Region,3
120.0,88,Entire home/apt,5.0,Central Region,3
299.0,42,Entire home/apt,5.0,Central Region,3
31.0,148,Private room,4.0,Central Region,0
70.0,269,Private room,5.0,East Region,0
310.0,183,Entire home/apt,5.0,Central Region,3
405.0,89,Private room,5.0,East Region,0
31.0,122,Private room,5.0,Central Region,0
523.0,338,Entire home/apt,4.5,Central Region,3
336.0,362,Entire home/apt,4.75,Central Region,3
425.0,365,Entire home/apt,5.0,Central Region,3
652.0,157,Entire home/apt,5.0,Central Region,3
421.0,169,Entire home/apt,4.5,Central Region,3
252.0,173,Entire home/apt,4.38,Central Region,3
524.0,164,Entire home/apt,4.44,Central Region,3
288.0,174,Entire home/apt,4.67,Central Region,3
252.0,163,Entire home/apt,4.67,Central Region,3
209.0,174,Entire home/apt,4.14,Central Region,3
538.0,173,Entire home/apt,4.5,Central Region,3
281.0,149,Entire home/apt,5.0,Central Region,3
509.0,166,Entire home/apt,4.7,Central Region,3
281.0,166,Entire home/apt,3.5,Central Region,3
288.0,166,Entire home/apt,4.22,Central Region,3
252.0,174,Entire home/apt,4.25,Central Region,3
32.0,365,Private room,5.0,Central Region,0
134.0,216,Entire home/apt,4.0,Central Region,3
417.0,333,Entire home/apt,5.0,Central Region,3
62.0,365,Private room,5.0,West Region,0
240.0,180,Entire home/apt,4.33,Central Region,3
58.0,309,Private room,4.5,Central Region,0
56.0,365,Private room,1.0,Central Region,0
330.0,330,Entire home/apt,5.0,Central Region,3
452.0,303,Entire home/apt,4.67,Central Region,3
432.0,357,Entire home/apt,5.0,Central Region,3
331.0,343,Entire home/apt,5.0,Central Region,3
274.0,362,Entire home/apt,3.0,Central Region,3
238.0,94,Private room,5.0,Central Region,0
471.0,352,Entire home/apt,3.0,Central Region,3
370.0,353,Entire home/apt,4.0,Central Region,3
183.0,358,Private room,4.83,Central Region,0
176.0,330,Private room,4.6,Central Region,0
376.0,360,Entire home/apt,5.0,Central Region,3
365.0,359,Entire home/apt,4.0,Central Region,3
321.0,360,Entire home/apt,4.0,Central Region,3
252.0,360,Entire home/apt,4.0,Central Region,3
106.0,1,Private room,4.2,Central Region,0
117.0,1,Private room,3.67,Central Region,0
240.0,362,Entire home/apt,3.0,North-East Region,1
241.0,362,Private room,4.33,Central Region,0
209.0,365,Entire home/apt,2.0,North-East Region,1
224.0,117,Private room,4.0,Central Region,0
274.0,126,Private room,5.0,Central Region,0
250.0,362,Private room,5.0,Central Region,0
206.0,362,Private room,5.0,Central Region,0
161.0,361,Private room,4.67,Central Region,0
319.0,293,Entire home/apt,4.5,Central Region,3
426.0,164,Entire home/apt,3.5,Central Region,3
170.0,167,Private room,5.0,Central Region,0
151.0,170,Private room,4.33,Central Region,0
324.0,363,Entire home/apt,5.0,Central Region,3
214.0,171,Entire home/apt,4.0,Central Region,3
311.0,162,Entire home/apt,5.0,Central Region,3
378.0,143,Entire home/apt,5.0,Central Region,3
146.0,319,Private room,3.86,Central Region,0
155.0,326,Private room,4.0,Central Region,0
156.0,326,Private room,4.33,Central Region,0
161.0,325,Private room,3.33,Central Region,0
164.0,325,Private room,4.75,Central Region,0
179.0,323,Private room,4.4,Central Region,0
475.0,127,Entire home/apt,5.0,Central Region,3
155.0,353,Private room,4.48,Central Region,0
275.0,345,Private room,4.0,Central Region,0
352.0,176,Entire home/apt,2.0,Central Region,3
160.0,175,Private room,5.0,Central Region,0
367.0,169,Entire home/apt,5.0,Central Region,3
78.0,302,Private room,5.0,North Region,2
259.0,243,Entire home/apt,5.0,Central Region,3
